,endTime,artistName,trackName,Genre,Day of the Week,Genres,msPlayed
401,4/14/2020 3:59,Jason Derulo,In My Head,dance pop,Tuesday,"['dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop']",199026
402,4/14/2020 4:01,Mark Keali'i Ho'omalu,"He Mele No Lilo - From ""Lilo & Stitch""/Soundtrack Version",movie tunes,Tuesday,['movie tunes'],148133
403,4/14/2020 4:19,Phil Collins,You Can't Hurry Love - 2016 Remaster,mellow gold,Tuesday,"['mellow gold', 'rock drums', 'soft rock']",175746
404,4/14/2020 21:56,KANA-BOON,Silhouette,anime,Tuesday,"['anime', 'j-pop', 'j-poprock', 'j-rock']",235750
405,4/14/2020 22:33,Redbone,Come and Get Your Love,native american,Tuesday,"['native american', 'native american contemporary']",300666
406,4/14/2020 23:35,MKTO,Monaco,dance pop,Tuesday,"['dance pop', 'electropop', 'pop', 'pop rap', 'pop rock', 'post-teen pop']",125390
407,4/14/2020 23:39,Lady A,Champagne Night - From Songland,contemporary country,Tuesday,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow', 'pop rock']",35894
408,4/14/2020 23:42,Jelani Aryeh,Stella Brown,alternative r&b,Tuesday,"['alternative r&b', 'bedroom soul']",176800
409,4/14/2020 23:46,Jason Derulo,In My Head,dance pop,Tuesday,"['dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop']",48870
410,4/14/2020 23:47,Jonas Brothers,What A Man Gotta Do,boy band,Tuesday,"['boy band', 'dance pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop']",58191
411,4/14/2020 23:52,Chris Young,Drowning - Piano Version,contemporary country,Tuesday,"['contemporary country', 'country', 'country road', 'modern country rock']",71447
412,4/15/2020 20:11,Declan McKenna,Brazil,indie pop,Wednesday,"['indie pop', 'modern alternative rock', 'modern rock', 'rock']",250600
413,4/15/2020 20:25,Thomas Rhett,Be A Light,contemporary country,Wednesday,"['contemporary country', 'country', 'country road', 'modern country rock']",173960
414,4/15/2020 20:28,Stellar Kart,Can You Feel The Love Tonight,ccm,Wednesday,"['ccm', 'christian alternative rock', 'christian music', 'christian punk', 'christian rock', 'worship']",224573
415,4/15/2020 20:29,Kevin Rudolf,Here's To Us,dance pop,Wednesday,"['dance pop', 'pop rap']",43885
416,4/15/2020 20:37,Jelani Aryeh,Stella Brown,alternative r&b,Wednesday,"['alternative r&b', 'bedroom soul']",187415
417,4/15/2020 20:56,Frankie Valli & The Four Seasons,Beggin' - 2007 Remaster,adult standards,Wednesday,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'lounge', 'motown', 'northern soul', 'rock-and-roll']",168706
418,4/15/2020 21:00,Donnie Trumpet & The Social Experiment,Sunday Candy,pop soul,Wednesday,['pop soul'],226013
419,4/15/2020 21:10,The Goo Goo Dolls,Sympathy,alternative rock,Wednesday,"['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge']",178146
420,4/15/2020 21:19,Boys Like Girls,Five Minutes to Midnight,neo mellow,Wednesday,"['neo mellow', 'neon pop punk', 'pop punk', 'pop rock', 'post-teen pop']",227360
421,4/15/2020 21:27,Lady A,American Honey,contemporary country,Wednesday,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow', 'pop rock']",224866
422,4/15/2020 21:32,Edwin McCain,I'll Be - 45 Version,acoustic pop,Wednesday,"['acoustic pop', 'neo mellow', 'pop rock']",266280
423,4/15/2020 21:51,Bowling For Soup,High School Never Ends - Main Version - Explicit,comic,Wednesday,"['comic', 'pop punk', 'texas pop punk']",209040
424,4/15/2020 22:02,Sister Hazel,All For You,acoustic pop,Wednesday,"['acoustic pop', 'neo mellow', 'pop rock']",218706
425,4/15/2020 22:19,Riley Green,I Wish Grandpas Never Died,contemporary country,Wednesday,"['contemporary country', 'country road']",242900
426,4/15/2020 22:22,Jonas Brothers,Like It's Christmas,boy band,Wednesday,"['boy band', 'dance pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop']",200880
427,4/15/2020 22:26,Stellar Kart,Can You Feel The Love Tonight,ccm,Wednesday,"['ccm', 'christian alternative rock', 'christian music', 'christian punk', 'christian rock', 'worship']",224573
428,4/16/2020 6:18,Tim McGraw,Thought About You,contemporary country,Thursday,"['contemporary country', 'country', 'country road']",31580
429,4/16/2020 19:52,Lady A,Champagne Night - From Songland,contemporary country,Thursday,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow', 'pop rock']",185069
430,4/16/2020 20:04,The Foundations,Build Me Up Buttercup,brill building pop,Thursday,"['brill building pop', 'bubblegum pop', 'folk rock', 'motown']",177533
431,4/16/2020 20:11,Elvis Presley,Burning Love - Live,rock-and-roll,Thursday,"['rock-and-roll', 'rockabilly']",177080
432,4/16/2020 20:14,One Direction,Diana,boy band,Thursday,"['boy band', 'pop', 'post-teen pop', 'talent show']",184666
433,4/16/2020 20:44,Kings Kaleidoscope,Fix My Eyes,anthem worship,Thursday,"['anthem worship', 'ccm', 'christian pop', 'christian uplift', 'indiecoustica', 'roots worship', 'world worship', 'worship']",293173
434,4/16/2020 20:51,Keith Urban,I'm In,australian country,Thursday,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",273520
435,4/16/2020 20:55,Cher,Super Trouper,dance pop,Thursday,"['dance pop', 'hollywood', 'new wave pop', 'pop']",231480
436,4/16/2020 20:59,Zac Brown Band,Whatever It Is,contemporary country,Thursday,"['contemporary country', 'country', 'country road', 'modern country rock']",208213
437,4/16/2020 21:24,Old Dominion,Written in the Sand,contemporary country,Thursday,"['contemporary country', 'country road']",184080
438,4/16/2020 21:28,Steven Curtis Chapman,Cinderella,ccm,Thursday,"['ccm', 'christian alternative rock', 'christian music', 'worship']",265253
439,4/16/2020 21:39,Jonas Brothers,Lovebug,boy band,Thursday,"['boy band', 'dance pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop']",220693
440,4/16/2020 21:49,Jonas Brothers,Strangers,boy band,Thursday,"['boy band', 'dance pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop']",233853
441,4/16/2020 21:56,Taylor Swift,Paper Rings,dance pop,Thursday,"['dance pop', 'pop']",222400
442,4/16/2020 22:00,Panic! At The Disco,Nine in the Afternoon - Single Mix,baroque pop,Thursday,"['baroque pop', 'emo', 'modern rock']",191560
443,4/16/2020 23:54,Lady Gaga,Telephone,dance pop,Thursday,"['dance pop', 'pop', 'pop dance']",220626
444,4/17/2020 20:14,Gorillaz,Feel Good Inc.,alternative hip hop,Friday,['alternative hip hop'],222640
445,4/17/2020 21:14,Lady A,Champagne Night - From Songland,contemporary country,Friday,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow', 'pop rock']",185069
446,4/17/2020 21:17,Phil Collins,"Son of Man - From ""Tarzan""/Soundtrack Version",mellow gold,Friday,"['mellow gold', 'rock drums', 'soft rock']",166040
447,4/17/2020 21:27,PSY,"It's Art (Music from Fantastic Duo 2, Pt. 4)",k-pop,Friday,"['k-pop', 'k-rap']",245802
448,4/18/2020 3:33,Justin Moore,If Heaven Wasn't So Far Away,arkansas country,Saturday,"['arkansas country', 'contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",106366
449,4/18/2020 3:39,Sister Hazel,Mandolin Moon,acoustic pop,Saturday,"['acoustic pop', 'neo mellow', 'pop rock']",214346
450,4/18/2020 4:09,High Valley,She's With Me,alberta country,Saturday,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",44327
451,4/18/2020 4:19,Taron Egerton,"I'm Still Standing - From ""Sing"" Original Motion Picture Soundtrack",hollywood,Saturday,['hollywood'],187853
452,4/18/2020 4:24,Spencer Crandall,Do It All Again,contemporary country,Saturday,"['contemporary country', 'country pop']",203018
453,4/18/2020 4:52,Chris Tomlin,Whom Shall I Fear (God Of Angel Armies),ccm,Saturday,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",33182
454,4/18/2020 22:20,Boston,Peace of Mind,album rock,Saturday,"['album rock', 'art rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",303586
455,4/18/2020 22:31,Kings of Leon,Sex on Fire,modern rock,Saturday,"['modern rock', 'rock']",134729
456,4/19/2020 0:03,Kings of Leon,Sex on Fire,modern rock,Sunday,"['modern rock', 'rock']",35150
457,4/19/2020 0:06,Selena,Bidi Bidi Bom Bom,dance pop,Sunday,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",178226
458,4/19/2020 0:14,Sara Evans,Suds in the Bucket,contemporary country,Sunday,"['contemporary country', 'country', 'country dawn', 'country gospel', 'country road']",227266
459,4/19/2020 0:30,Thomas Rhett,Almost,contemporary country,Sunday,"['contemporary country', 'country', 'country road', 'modern country rock']",52484
460,4/19/2020 0:44,Chris Tomlin,"Sing, Sing, Sing",ccm,Sunday,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",115310
461,4/19/2020 19:22,Jelani Aryeh,Stella Brown,alternative r&b,Sunday,"['alternative r&b', 'bedroom soul']",178165
462,4/19/2020 19:40,Keith Urban,Somewhere In My Car,australian country,Sunday,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",58842
463,4/20/2020 19:01,The Goo Goo Dolls,Come to Me,alternative rock,Monday,"['alternative rock', 'neo mellow', 'permanent wave', 'pop rock', 'post-grunge']",225333
464,4/20/2020 19:04,Dan + Shay,Speechless,contemporary country,Monday,"['contemporary country', 'pop']",172737
465,4/20/2020 21:09,PSY,"It's Art (Music from Fantastic Duo 2, Pt. 4)",k-pop,Monday,"['k-pop', 'k-rap']",92550
466,4/20/2020 21:12,Lady A,Champagne Night - From Songland,contemporary country,Monday,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow', 'pop rock']",185069
467,4/20/2020 21:17,Brenton Brown,Hosanna (Praise Is Rising) - Everlasting God Album Version,worship,Monday,['worship'],272647
468,4/20/2020 21:21,Big Daddy Weave,The Only Name (Yours Will Be),anthem worship,Monday,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'worship']",261880
469,4/21/2020 6:55,Junior Doctor,Uh Oh,pop emo,Tuesday,['pop emo'],166830
470,4/21/2020 8:02,Hillsong UNITED,Oceans (Where Feet May Fail),ccm,Tuesday,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",142417
471,4/22/2020 8:26,Hillsong UNITED,Oceans (Where Feet May Fail),ccm,Wednesday,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']",153588
472,4/22/2020 20:23,The Weeknd,Blinding Lights,canadian contemporary r&b,Wednesday,"['canadian contemporary r&b', 'canadian pop', 'pop']",200040
473,4/22/2020 20:49,Ailee,여인의 향기,k-pop,Wednesday,"['k-pop', 'korean pop']",212560
